t,x,y,theta_deg,idx,target_x,target_y,v,w,danger,stop_emergency,ps0_raw,ps1_raw,ps2_raw,ps3_raw,ps4_raw,ps5_raw,ps6_raw,ps7_raw,ps0_kf,ps1_kf,ps2_kf,ps3_kf,ps4_kf,ps5_kf,ps6_kf,ps7_kf
0.176,-0.9873305914581478,-0.9995287945308979,4.0116494436831704,0,-0.8999999999999999,-0.9750000000000001,0.08164607440180024,0.407602894954372,0,0,67,63,68,67,66,66,65,68,66.3,67.3,65.7,65.6,65.6,66.0,67.1,66.7
0.184,-0.9866885719704982,-0.9994823115503765,4.270465536824023,0,-0.8999999999999999,-0.9750000000000001,0.08199978572410656,0.4014294677785439,0,0,63,70,62,67,65,70,66,71,66.0,67.7,65.3,65.9,65.7,66.5,67.1,67.4
0.192,-0.985982527814083,-0.9994287879659302,4.399873583394445,0,-0.8999999999999999,-0.9750000000000001,0.08207863028467643,0.40005337059931156,0,0,70,68,72,68,67,63,63,59,66.5,67.8,66.2,66.3,65.9,66.2,66.5,66.4
0.2,-0.9853408380208392,-0.999377955896853,4.658689676535298,0,-0.8999999999999999,-0.9750000000000001,0.08243296935520514,0.3938689871501292,0,0,61,71,66,73,66,64,71,67,65.8,68.3,66.3,67.2,66.0,66.0,67.2,66.4
0.20800000000000002,-0.9846993843919195,-0.9993242257196167,4.917505769676145,0,-0.8999999999999999,-0.9750000000000001,0.08278867695984277,0.3876607182748203,0,0,61,66,70,64,64,69,67,71,65.3,68.1,66.8,66.9,65.8,66.5,67.2,67.0
0.216,-0.983993989684497,-0.999262732373307,5.046913816246571,0,-0.8999999999999999,-0.9750000000000001,0.08286975886996657,0.3862455719793539,0,0,71,66,69,66,65,68,64,64,66.0,67.9,67.1,66.8,65.8,66.8,66.9,66.7
0.224,-0.9834169636683913,-0.9992111162359364,5.176321862816995,0,-0.8999999999999999,-0.9750000000000001,0.08298273496042846,0.38427376722476286,0,0,66,69,64,67,66,64,68,61,66.0,68.2,66.7,66.9,65.9,66.4,67.1,65.9
0.232,-0.9827118539341252,-0.9991464371238267,5.305729909387422,0,-0.8999999999999999,-0.9750000000000001,0.08306277563238858,0.3828767939635501,0,0,68,62,64,64,66,69,72,77,66.3,67.4,66.4,66.6,66.0,66.8,67.8,67.5
0.24,-0.9820710479685792,-0.9990854666020903,5.56454600252827,0,-0.8999999999999999,-0.9750000000000001,0.08341823146459322,0.37667291934616276,0,0,67,69,68,73,66,75,72,71,66.5,67.7,66.6,67.5,66.0,67.9,68.4,68.0
0.248,-0.9813663926692052,-0.9990160113361696,5.693954049098694,0,-0.8999999999999999,-0.9750000000000001,0.08349904420681505,0.3752624709168264,0,0,70,68,68,69,64,65,67,67,66.9,67.8,66.8,67.8,65.8,67.6,68.3,68.0
0.256,-0.9807260145339861,-0.9989507002809547,5.9527701422395465,0,-0.8999999999999999,-0.9750000000000001,0.08385521871793569,0.36904605298608995,0,0,68,63,64,69,68,60,65,71,67.1,67.3,66.6,68.0,66.2,66.7,67.9,68.5
0.264,-0.9800218460210374,-0.998876472049994,6.082178188809972,0,-0.8999999999999999,-0.9750000000000001,0.08393684108741217,0.367621473895446,0,0,61,64,68,67,70,70,71,62,66.3,66.9,66.9,68.0,66.8,67.2,68.3,67.7
0.272,-0.9794458467857122,-0.9988144387540565,6.211586235380401,0,-0.8999999999999999,-0.9750000000000001,0.08405024542604371,0.3656421948002791,0,0,67,64,66,65,66,65,67,70,66.5,66.7,66.8,67.7,66.7,66.9,68.2,68.1
0.28,-0.9787420207591456,-0.9987370304261617,6.340994281950823,0,-0.8999999999999999,-0.9750000000000001,0.0841307914823066,0.3642364009189952,0,0,66,69,68,69,72,63,70,68,66.5,67.1,67.0,67.9,67.4,66.5,68.5,68.1
0.28800000000000003,-0.9780383713618065,-0.9986580326380642,6.470402328521247,0,-0.8999999999999999,-0.9750000000000001,0.08421050302321047,0.36284517207838424,0,0,63,67,65,70,65,57,71,72,66.2,67.1,66.9,68.2,67.1,65.3,68.9,68.7
0.296,-0.9773989370677336,-0.9985840497105498,6.729218421662098,0,-0.8999999999999999,-0.9750000000000001,0.08456567521728821,0.35664624788019555,0,0,68,67,59,70,67,61,71,62,66.6,67.2,65.9,68.5,67.2,64.9,69.3,68.0
0.304,-0.9766958390913553,-0.9985002859921946,6.858626468232524,0,-0.8999999999999999,-0.9750000000000001,0.0846461940596882,0.3552409289704212,0,0,64,64,73,66,71,62,69,68,66.3,66.9,66.9,68.3,67.8,64.6,69.3,68.0
0.312,-0.9760569207647691,-0.998421972123995,7.117442561373373,0,-0.825,-0.9750000000000001,0.10160738211402089,0.059212352372385126,0,0,69,64,62,65,67,75,68,67,66.7,66.5,66.3,67.9,67.8,66.1,69.3,68.0
0.32,-0.9752264424414451,-0.9983192261723045,6.988034514802945,0,-0.825,-0.9750000000000001,0.10132918242143009,0.0640678529861306,0,0,67,69,64,62,69,62,75,67,66.8,66.9,66.1,67.2,68.0,65.7,70.1,68.0
