tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
36.128,-0.8695,0.1728,1.84,104,0.0,AVOID,0.0848,0.0863,67.3279,67.4095,1.3881
36.144,-0.8695,0.1728,0.43,104,0.0,AVOID,0.0871,0.0865,67.3593,67.3781,1.3881
36.16,-0.8695,0.1728,-0.99,104,0.0,AVOID,0.092,0.0878,67.3907,67.3467,1.3881
36.176,-0.8695,0.1728,-2.41,104,0.0,AVOID,0.0918,0.0887,67.4221,67.3153,1.3881
36.192,-0.8695,0.1728,-4.11,104,0.0,AVOID,0.0935,0.0898,67.4598,67.2776,1.3881
36.208,-0.8695,0.1728,-5.53,104,0.0,AVOID,0.094,0.0908,67.4912,67.2462,1.3881
36.224,-0.8695,0.1728,-6.95,104,0.0,AVOID,0.0976,0.0924,67.5226,67.2148,1.3881
36.24,-0.8695,0.1728,-8.37,104,0.0,AVOID,0.1009,0.0944,67.554,67.1834,1.3881
36.256,-0.8695,0.1728,-9.79,104,0.0,AVOID,0.1011,0.0959,67.5854,67.152,1.3881
36.272,-0.8695,0.1728,-11.21,104,0.0,AVOID,0.1048,0.098,67.6168,67.1206,1.3881
36.288,-0.8695,0.1728,-12.62,104,0.0,AVOID,0.1074,0.1002,67.6482,67.0892,1.3881
36.304,-0.8695,0.1728,-14.04,104,0.0,AVOID,0.1079,0.102,67.6796,67.0578,1.3881
36.32,-0.8695,0.1728,-15.46,104,0.0,AVOID,0.1117,0.1043,67.711,67.0264,1.3881
36.336,-0.8695,0.1728,-16.88,104,0.0,AVOID,0.1128,0.1063,67.7424,66.995,1.3881
36.352,-0.8695,0.1728,-18.3,104,0.0,AVOID,0.1109,0.1074,67.7738,66.9636,1.3881
36.368,-0.8695,0.1728,-20.0,104,0.0,AVOID,0.1201,0.1103,67.8114,66.926,1.3881
36.384,-0.8695,0.1728,-21.42,104,0.0,AVOID,0.1255,0.1139,67.8428,66.8946,1.3881
36.4,-0.8695,0.1728,-22.84,104,0.0,AVOID,0.132,0.1181,67.8742,66.8632,1.3881
36.416,-0.8695,0.1728,-21.42,104,0.0,AVOID,0.1224,0.1191,67.8428,66.8946,1.3881
36.432,-0.8695,0.1728,-22.84,104,0.0,AVOID,0.1339,0.1226,67.8742,66.8632,1.3881
36.448,-0.8695,0.1728,-24.26,104,0.0,AVOID,0.1353,0.1256,67.9056,66.8318,1.3881
36.464,-0.8695,0.1728,-22.84,104,0.0,AVOID,0.1354,0.1279,67.8742,66.8632,1.3881
36.48,-0.8695,0.1728,-24.26,104,0.0,AVOID,0.1365,0.1299,67.9056,66.8318,1.3881
36.496,-0.8695,0.1728,-25.68,104,0.0,FOLLOW_PATH,0.1382,0.1318,67.937,66.8004,1.3881
36.512,-0.8695,0.1728,-25.68,104,0.0762,FOLLOW_PATH,0.1393,0.1336,67.937,66.8004,1.3881
36.528,-0.8695,0.1728,-21.14,104,0.0762,FOLLOW_PATH,0.1238,0.1313,67.8366,66.9008,1.3881
36.544,-0.8694,0.1728,-16.74,104,0.0762,FOLLOW_PATH,0.1136,0.1271,67.7424,67.0013,1.3882
36.56,-0.8694,0.1728,-12.2,104,0.0762,FOLLOW_PATH,0.1062,0.1222,67.6419,67.1018,1.3882
36.576,-0.8693,0.1728,-7.94,104,0.0763,FOLLOW_PATH,0.1004,0.117,67.554,67.2023,1.3883
36.592,-0.8692,0.1728,-3.69,104,0.0764,FOLLOW_PATH,0.0941,0.1115,67.466,67.3028,1.3885
36.608,-0.869,0.1728,0.57,104,0.0765,FOLLOW_PATH,0.0852,0.1053,67.3781,67.4032,1.3886
36.624,-0.8688,0.1728,4.68,104,0.0,AVOID,0.0817,0.0996,67.2965,67.5037,1.3888
36.64,-0.8688,0.1728,4.68,104,0.0,AVOID,0.0811,0.0953,67.2965,67.5037,1.3888
36.656,-0.8688,0.1728,3.26,104,0.0,AVOID,0.0804,0.0918,67.3279,67.4723,1.3888
36.672,-0.8688,0.1728,1.84,104,0.0,AVOID,0.083,0.0898,67.3593,67.4409,1.3888
36.688,-0.8688,0.1728,0.28,104,0.0,AVOID,0.0847,0.0885,67.397,67.4095,1.3888
36.704,-0.8688,0.1728,-1.28,104,0.0,AVOID,0.0877,0.0884,67.4284,67.3718,1.3889
36.72,-0.8688,0.1728,-2.7,104,0.0,AVOID,0.0922,0.0893,67.4598,67.3404,1.3889
36.736,-0.8688,0.1728,-4.11,104,0.0,AVOID,0.0928,0.0901,67.4912,67.309,1.3889
36.752,-0.8688,0.1728,-5.53,104,0.0,AVOID,0.0934,0.0909,67.5226,67.2776,1.3889
36.768,-0.8688,0.1728,-6.95,104,0.0,AVOID,0.0938,0.0915,67.554,67.2462,1.3889
36.784,-0.8688,0.1728,-8.37,104,0.0,AVOID,0.0973,0.0929,67.5854,67.2148,1.3889
36.8,-0.8688,0.1728,-9.79,104,0.0,AVOID,0.1015,0.0949,67.6168,67.1834,1.3889
36.816,-0.8688,0.1728,-11.21,104,0.0,AVOID,0.1047,0.0972,67.6482,67.152,1.3889
36.832,-0.8688,0.1728,-12.62,104,0.0,AVOID,0.1027,0.0985,67.6796,67.1206,1.3889
36.848,-0.8688,0.1728,-14.04,104,0.0,AVOID,0.1053,0.1001,67.711,67.0892,1.3889
36.864,-0.8688,0.1728,-15.6,104,0.0,AVOID,0.1047,0.1011,67.7486,67.0578,1.389
36.88,-0.8688,0.1728,-17.16,104,0.0,AVOID,0.11,0.1032,67.78,67.0202,1.389
36.896,-0.8688,0.1728,-18.58,104,0.0,AVOID,0.1086,0.1045,67.8114,66.9888,1.389
36.912,-0.8688,0.1728,-20.0,104,0.0,AVOID,0.1152,0.107,67.8428,66.9574,1.389
36.928,-0.8688,0.1728,-21.42,104,0.0,AVOID,0.118,0.1096,67.8742,66.926,1.389
36.944,-0.8688,0.1728,-22.84,104,0.0,AVOID,0.129,0.1141,67.9056,66.8946,1.389
36.96,-0.8688,0.1728,-24.26,104,0.0,AVOID,0.1356,0.1191,67.937,66.8632,1.389
36.976,-0.8688,0.1728,-25.68,104,0.0,AVOID,0.1424,0.1246,67.9684,66.8318,1.389
36.992,-0.8688,0.1728,-27.09,104,0.0,AVOID,0.1389,0.1279,67.9998,66.8004,1.389
37.008,-0.8688,0.1728,-25.68,104,0.0,FOLLOW_PATH,0.138,0.1303,67.9684,66.8318,1.389
37.024,-0.8688,0.1728,-25.68,104,0.0767,FOLLOW_PATH,0.1432,0.1333,67.9684,66.8318,1.389
37.04,-0.8688,0.1728,-21.14,104,0.0767,FOLLOW_PATH,0.1169,0.1295,67.868,66.9322,1.389
37.056,-0.8688,0.1728,-16.74,104,0.0767,FOLLOW_PATH,0.1109,0.1251,67.7738,67.0327,1.3891
37.072,-0.8687,0.1728,-12.34,104,0.0768,FOLLOW_PATH,0.1066,0.1207,67.6796,67.1332,1.3892
37.088,-0.8687,0.1727,-7.94,104,0.0768,FOLLOW_PATH,0.0953,0.1147,67.5854,67.2337,1.3892
37.104,-0.8685,0.1727,-3.69,104,0.0769,FOLLOW_PATH,0.0907,0.109,67.4974,67.3342,1.3894
37.12,-0.8684,0.1727,0.57,104,0.077,FOLLOW_PATH,0.0843,0.1031,67.4095,67.4346,1.3895
37.136,-0.8682,0.1727,4.68,104,0.0,AVOID,0.0803,0.0976,67.3279,67.5351,1.3897
37.152,-0.8682,0.1727,4.68,104,0.0,AVOID,0.0806,0.0936,67.3279,67.5351,1.3897
37.168,-0.8682,0.1727,3.26,104,0.0,AVOID,0.082,0.0909,67.3593,67.5037,1.3897
37.184,-0.8681,0.1727,1.7,104,0.0,AVOID,0.0824,0.0889,67.397,67.4723,1.3897
37.2,-0.8682,0.1727,0.14,104,0.0,AVOID,0.0842,0.0878,67.4284,67.4346,1.3898
37.216,-0.8682,0.1727,-1.28,104,0.0,AVOID,0.0856,0.0873,67.4598,67.4032,1.3898
37.232,-0.8682,0.1727,-2.7,104,0.0,AVOID,0.0875,0.0873,67.4912,67.3718,1.3898
37.248,-0.8682,0.1727,-4.11,104,0.0,AVOID,0.0902,0.088,67.5226,67.3404,1.3898
37.264,-0.8682,0.1727,-5.53,104,0.0,AVOID,0.0919,0.0889,67.554,67.309,1.3898
37.28,-0.8682,0.1727,-6.95,104,0.0,AVOID,0.0938,0.0901,67.5854,67.2776,1.3898
37.296,-0.8682,0.1727,-8.37,104,0.0,AVOID,0.0952,0.0913,67.6168,67.2462,1.3898
37.312,-0.8682,0.1727,-9.79,104,0.0,AVOID,0.0985,0.093,67.6482,67.2148,1.3898
37.328,-0.8682,0.1727,-11.21,104,0.0,AVOID,0.0986,0.0943,67.6796,67.1834,1.3898
37.344,-0.8682,0.1727,-12.62,104,0.0,AVOID,0.1032,0.0964,67.711,67.152,1.3898
37.36,-0.8682,0.1727,-14.33,104,0.0,AVOID,0.106,0.0986,67.7486,67.1144,1.3898
37.376,-0.8682,0.1727,-15.75,104,0.0,AVOID,0.1084,0.1009,67.78,67.083,1.3898
37.392,-0.8682,0.1727,-17.16,104,0.0,AVOID,0.1064,0.1022,67.8114,67.0516,1.3898
37.408,-0.8682,0.1727,-18.58,104,0.0,AVOID,0.1122,0.1045,67.8428,67.0202,1.3898
37.424,-0.8682,0.1727,-20.0,104,0.0,AVOID,0.1125,0.1064,67.8742,66.9888,1.3898
37.44,-0.8682,0.1727,-21.42,104,0.0,AVOID,0.1122,0.1078,67.9056,66.9574,1.3898
37.456,-0.8682,0.1727,-22.84,104,0.0,AVOID,0.1161,0.1097,67.937,66.926,1.3898
37.472,-0.8682,0.1727,-24.26,104,0.0,AVOID,0.1279,0.114,67.9684,66.8946,1.3898
37.488,-0.8682,0.1727,-25.68,104,0.0,AVOID,0.1344,0.1187,67.9998,66.8632,1.3898
37.504,-0.8682,0.1727,-24.26,104,0.0,AVOID,0.135,0.1225,67.9684,66.8946,1.3898
37.52,-0.8682,0.1727,-25.68,104,0.0,AVOID,0.1424,0.1272,67.9998,66.8632,1.3898
37.536,-0.8682,0.1727,-24.26,104,0.0,AVOID,0.1282,0.1274,67.9684,66.8946,1.3898
37.552,-0.8682,0.1727,-25.68,104,0.0,AVOID,0.1375,0.1298,67.9998,66.8632,1.3898
37.568,-0.8682,0.1727,-24.26,104,0.0,FOLLOW_PATH,0.131,0.1301,67.9684,66.8946,1.3898
37.584,-0.8682,0.1727,-24.26,104,0.0772,FOLLOW_PATH,0.1321,0.1305,67.9684,66.8946,1.3898
37.6,-0.8682,0.1727,-19.72,104,0.0772,FOLLOW_PATH,0.1096,0.1256,67.868,66.995,1.3898
37.616,-0.8681,0.1727,-15.32,104,0.0772,FOLLOW_PATH,0.1083,0.1215,67.7738,67.0955,1.3899
37.632,-0.8681,0.1727,-10.92,104,0.0773,FOLLOW_PATH,0.1032,0.1172,67.6796,67.196,1.3899
37.648,-0.868,0.1727,-6.67,104,0.0774,FOLLOW_PATH,0.0938,0.1116,67.5916,67.2965,1.3901
37.664,-0.8678,0.1727,-2.41,104,0.0775,FOLLOW_PATH,0.0854,0.1054,67.5037,67.397,1.3902
37.68,-0.8677,0.1727,1.84,104,0.0776,FOLLOW_PATH,0.0836,0.1002,67.4158,67.4974,1.3903
37.696,-0.8675,0.1727,5.96,104,0.0,AVOID,0.077,0.0946,67.3342,67.5979,1.3905
37.712,-0.8675,0.1727,5.96,104,0.0,AVOID,0.0773,0.0906,67.3342,67.5979,1.3905
37.728,-0.8675,0.1727,4.54,104,0.0,AVOID,0.0781,0.0877,67.3656,67.5665,1.3905
37.744,-0.8676,0.1727,2.98,104,0.0,AVOID,0.0801,0.0859,67.397,67.5288,1.3906
37.76,-0.8676,0.1727,1.56,104,0.0,AVOID,0.082,0.085,67.4284,67.4974,1.3906
37.776,-0.8676,0.1727,0.14,104,0.0,AVOID,0.0834,0.0846,67.4598,67.466,1.3906
37.792,-0.8675,0.1727,-1.42,104,0.0,AVOID,0.0847,0.0846,67.4974,67.4346,1.3906
37.808,-0.8675,0.1727,-2.84,104,0.0,AVOID,0.0857,0.0848,67.5288,67.4032,1.3906
37.824,-0.8675,0.1727,-4.26,104,0.0,AVOID,0.0895,0.0859,67.5602,67.3718,1.3906
37.84,-0.8675,0.1727,-5.67,104,0.0,AVOID,0.0914,0.0872,67.5916,67.3404,1.3906
37.856,-0.8675,0.1727,-7.09,104,0.0,AVOID,0.091,0.0881,67.623,67.309,1.3906
37.872,-0.8675,0.1727,-8.51,104,0.0,AVOID,0.0936,0.0894,67.6544,67.2776,1.3906
37.888,-0.8675,0.1727,-9.93,104,0.0,AVOID,0.0979,0.0914,67.6858,67.2462,1.3906
37.904,-0.8676,0.1727,-11.49,104,0.0,AVOID,0.0972,0.0928,67.7172,67.2086,1.3907
37.92,-0.8676,0.1727,-12.91,104,0.0,AVOID,0.0999,0.0945,67.7486,67.1772,1.3907
37.936,-0.8676,0.1727,-14.33,104,0.0,AVOID,0.1019,0.0962,67.78,67.1458,1.3907
37.952,-0.8675,0.1727,-15.89,104,0.0,AVOID,0.1055,0.0983,67.8177,67.1144,1.3908
37.968,-0.8675,0.1727,-17.31,104,0.0,AVOID,0.109,0.1008,67.8491,67.083,1.3908
37.984,-0.8675,0.1727,-18.72,104,0.0,AVOID,0.1137,0.1038,67.8805,67.0516,1.3908
38.0,-0.8675,0.1727,-20.14,104,0.0,AVOID,0.1133,0.106,67.9119,67.0202,1.3908
38.016,-0.8675,0.1727,-21.56,104,0.0,AVOID,0.1107,0.1071,67.9433,66.9888,1.3908
38.032,-0.8675,0.1727,-22.98,104,0.0,AVOID,0.1193,0.11,67.9747,66.9574,1.3908
38.048,-0.8675,0.1727,-24.4,104,0.0,AVOID,0.1247,0.1134,68.0061,66.926,1.3908
38.064,-0.8675,0.1727,-25.82,104,0.0,AVOID,0.1399,0.1196,68.0375,66.8946,1.3908
38.08,-0.8675,0.1727,-24.4,104,0.0,AVOID,0.1258,0.1211,68.0061,66.926,1.3908
38.096,-0.8675,0.1727,-25.82,104,0.0,AVOID,0.1275,0.1226,68.0375,66.8946,1.3908
38.112,-0.8676,0.1727,-27.38,104,0.0,AVOID,0.1372,0.126,68.0689,66.8569,1.3908
38.128,-0.8676,0.1727,-28.8,104,0.0,AVOID,0.1318,0.1274,68.1003,66.8255,1.3908
38.144,-0.8676,0.1727,-30.21,104,0.0,AVOID,0.1355,0.1293,68.1317,66.7941,1.3908
38.16,-0.8675,0.1727,-31.77,104,0.0,FOLLOW_PATH,0.138,0.1313,68.1694,66.7627,1.3909
38.176,-0.8675,0.1727,-31.77,104,0.0777,FOLLOW_PATH,0.1379,0.1328,68.1694,66.7627,1.3909
38.192,-0.8675,0.1727,-27.24,104,0.0777,FOLLOW_PATH,0.1385,0.1342,68.0689,66.8632,1.3909
38.208,-0.8675,0.1727,-22.7,104,0.0777,FOLLOW_PATH,0.1163,0.13,67.9684,66.9636,1.3909
38.224,-0.8675,0.1727,-18.16,104,0.0777,FOLLOW_PATH,0.1064,0.1245,67.868,67.0641,1.3909
38.24,-0.8674,0.1727,-13.76,104,0.0778,FOLLOW_PATH,0.1001,0.1187,67.7738,67.1646,1.391
38.256,-0.8674,0.1726,-9.36,104,0.0779,FOLLOW_PATH,0.0955,0.1132,67.6796,67.2651,1.391
38.272,-0.8673,0.1726,-4.96,104,0.0779,FOLLOW_PATH,0.0877,0.1072,67.5854,67.3656,1.3911
38.288,-0.8671,0.1726,-0.85,104,0.0781,FOLLOW_PATH,0.0832,0.1014,67.5037,67.466,1.3913
38.304,-0.867,0.1726,3.4,104,0.0,AVOID,0.0778,0.0958,67.4158,67.5665,1.3914
38.32,-0.867,0.1726,3.4,104,0.0,AVOID,0.0781,0.0917,67.4158,67.5665,1.3914
38.336,-0.867,0.1726,1.99,104,0.0,AVOID,0.0802,0.089,67.4472,67.5351,1.3914
38.352,-0.8669,0.1726,0.43,104,0.0,AVOID,0.0812,0.0871,67.4849,67.5037,1.3915
38.368,-0.8669,0.1726,-0.99,104,0.0,AVOID,0.0811,0.0857,67.5163,67.4723,1.3915
38.384,-0.8669,0.1726,-2.41,104,0.0,AVOID,0.0849,0.0855,67.5477,67.4409,1.3915
38.4,-0.867,0.1726,-3.97,104,0.0,AVOID,0.0862,0.0857,67.5791,67.4032,1.3916
38.416,-0.867,0.1726,-5.39,104,0.0,AVOID,0.086,0.0858,67.6105,67.3718,1.3916
38.432,-0.867,0.1726,-6.81,104,0.0,AVOID,0.092,0.0872,67.6419,67.3404,1.3916
38.448,-0.867,0.1726,-8.23,104,0.0,AVOID,0.0934,0.0887,67.6733,67.309,1.3916
38.464,-0.867,0.1726,-9.65,104,0.0,AVOID,0.0966,0.0905,67.7047,67.2776,1.3916
38.48,-0.867,0.1726,-11.06,104,0.0,AVOID,0.0959,0.0918,67.7361,67.2462,1.3916
38.496,-0.867,0.1726,-12.48,104,0.0,AVOID,0.0977,0.0932,67.7675,67.2148,1.3916
38.512,-0.867,0.1726,-13.9,104,0.0,AVOID,0.098,0.0943,67.7989,67.1834,1.3916
38.528,-0.8669,0.1726,-15.46,104,0.0,AVOID,0.1044,0.0966,67.8366,67.152,1.3916
38.544,-0.8669,0.1726,-16.88,104,0.0,AVOID,0.1075,0.0992,67.868,67.1206,1.3916
38.56,-0.8669,0.1726,-18.3,104,0.0,AVOID,0.1078,0.1012,67.8994,67.0892,1.3916
38.576,-0.867,0.1726,-19.86,104,0.0,AVOID,0.1088,0.103,67.9308,67.0516,1.3917
38.592,-0.867,0.1726,-21.28,104,0.0,AVOID,0.1098,0.1046,67.9622,67.0202,1.3917
38.608,-0.867,0.1726,-22.7,104,0.0,AVOID,0.1145,0.1069,67.9936,66.9888,1.3917
38.624,-0.867,0.1726,-24.11,104,0.0,AVOID,0.1182,0.1096,68.025,66.9574,1.3917
38.64,-0.867,0.1726,-25.53,104,0.0,AVOID,0.1258,0.1134,68.0564,66.926,1.3917
38.656,-0.867,0.1726,-26.95,104,0.0,AVOID,0.1341,0.1182,68.0878,66.8946,1.3917
38.672,-0.867,0.1726,-28.37,104,0.0,AVOID,0.1344,0.122,68.1192,66.8632,1.3917
38.688,-0.8669,0.1726,-29.93,104,0.0,AVOID,0.1399,0.1261,68.1568,66.8318,1.3917
38.704,-0.867,0.1726,-28.37,104,0.0,AVOID,0.1383,0.129,68.1192,66.8632,1.3918
38.72,-0.867,0.1726,-26.95,104,0.0,FOLLOW_PATH,0.1345,0.1303,68.0878,66.8946,1.3918
38.736,-0.867,0.1726,-26.95,104,0.0781,FOLLOW_PATH,0.1311,0.1305,68.0878,66.8946,1.3918
38.752,-0.867,0.1726,-22.41,104,0.0781,FOLLOW_PATH,0.112,0.1262,67.9873,66.995,1.3918
38.768,-0.8669,0.1726,-18.02,104,0.0782,FOLLOW_PATH,0.1072,0.1217,67.8931,67.0955,1.3919
38.784,-0.8669,0.1726,-13.48,104,0.0782,FOLLOW_PATH,0.1006,0.1167,67.7926,67.196,1.3919
38.8,-0.8668,0.1726,-9.22,104,0.0783,FOLLOW_PATH,0.0927,0.111,67.7047,67.2965,1.392
38.816,-0.8667,0.1726,-4.82,104,0.0784,FOLLOW_PATH,0.086,0.1051,67.6105,67.397,1.3921
38.832,-0.8666,0.1726,-0.57,104,0.0,AVOID,0.0831,0.0999,67.5226,67.4974,1.3922
38.848,-0.8666,0.1726,-0.57,104,0.0,AVOID,0.0825,0.0958,67.5226,67.4974,1.3922
38.864,-0.8666,0.1726,-2.13,104,0.0,AVOID,0.0836,0.0929,67.5602,67.466,1.3923
38.88,-0.8666,0.1726,-3.55,104,0.0,AVOID,0.0835,0.0907,67.5916,67.4346,1.3923
38.896,-0.8666,0.1726,-5.11,104,0.0,AVOID,0.0867,0.0898,67.623,67.397,1.3923
38.912,-0.8666,0.1726,-6.53,104,0.0,AVOID,0.089,0.0896,67.6544,67.3656,1.3923
38.928,-0.8666,0.1726,-7.94,104,0.0,AVOID,0.092,0.0902,67.6858,67.3342,1.3923
38.944,-0.8666,0.1726,-9.36,104,0.0,AVOID,0.0927,0.0908,67.7172,67.3028,1.3923
38.96,-0.8666,0.1726,-10.78,104,0.0,AVOID,0.0946,0.0917,67.7486,67.2714,1.3923
38.976,-0.8666,0.1726,-12.2,104,0.0,AVOID,0.0948,0.0924,67.78,67.24,1.3923
38.992,-0.8666,0.1726,-13.62,104,0.0,AVOID,0.0984,0.0938,67.8114,67.2086,1.3923
39.008,-0.8666,0.1726,-15.04,104,0.0,AVOID,0.1012,0.0955,67.8428,67.1772,1.3923
39.024,-0.8666,0.1726,-16.45,104,0.0,AVOID,0.1031,0.0973,67.8742,67.1458,1.3923
39.04,-0.8666,0.1726,-18.02,104,0.0,AVOID,0.1058,0.0992,67.9119,67.1144,1.3924
39.056,-0.8666,0.1726,-19.43,104,0.0,AVOID,0.1079,0.1013,67.9433,67.083,1.3924
39.072,-0.8666,0.1726,-20.99,104,0.0,AVOID,0.1074,0.1028,67.9747,67.0453,1.3925
39.088,-0.8666,0.1726,-22.41,104,0.0,AVOID,0.1091,0.1042,68.0061,67.0139,1.3925
39.104,-0.8666,0.1726,-23.83,104,0.0,AVOID,0.1125,0.1062,68.0375,66.9825,1.3925
39.12,-0.8666,0.1726,-25.25,104,0.0,AVOID,0.1184,0.109,68.0689,66.9511,1.3925
39.136,-0.8666,0.1726,-26.67,104,0.0,AVOID,0.1235,0.1124,68.1003,66.9197,1.3925
39.152,-0.8666,0.1726,-28.09,104,0.0,AVOID,0.1373,0.1182,68.1317,66.8883,1.3925
39.168,-0.8666,0.1726,-26.67,104,0.0,AVOID,0.1286,0.1207,68.1003,66.9197,1.3925
39.184,-0.8666,0.1726,-28.09,104,0.0,AVOID,0.1392,0.125,68.1317,66.8883,1.3925
39.2,-0.8666,0.1726,-26.67,104,0.0,AVOID,0.1246,0.1249,68.1003,66.9197,1.3925
39.216,-0.8666,0.1726,-28.09,104,0.0,AVOID,0.1307,0.1263,68.1317,66.8883,1.3925
39.232,-0.8666,0.1726,-29.51,104,0.0,AVOID,0.1368,0.1287,68.1631,66.8569,1.3925
39.248,-0.8666,0.1726,-28.09,104,0.0,FOLLOW_PATH,0.1372,0.1307,68.1317,66.8883,1.3925
39.264,-0.8666,0.1726,-28.09,104,0.0785,FOLLOW_PATH,0.135,0.1317,68.1317,66.8883,1.3925
39.28,-0.8666,0.1726,-23.55,104,0.0785,FOLLOW_PATH,0.1167,0.1282,68.0312,66.9888,1.3925
39.296,-0.8666,0.1726,-19.01,104,0.0785,FOLLOW_PATH,0.108,0.1235,67.9308,67.0892,1.3925
39.312,-0.8666,0.1726,-14.61,104,0.0785,FOLLOW_PATH,0.1001,0.118,67.8366,67.1897,1.3925
39.328,-0.8665,0.1725,-10.21,104,0.0786,FOLLOW_PATH,0.096,0.1128,67.7424,67.2902,1.3926
39.344,-0.8664,0.1725,-5.96,104,0.0787,FOLLOW_PATH,0.0868,0.1066,67.6544,67.3907,1.3927
39.36,-0.8662,0.1725,-1.7,104,0.0788,FOLLOW_PATH,0.0804,0.1004,67.5665,67.4912,1.3928
39.376,-0.8661,0.1725,2.55,104,0.0,AVOID,0.0794,0.0954,67.4786,67.5916,1.393
39.392,-0.8661,0.1725,2.55,104,0.0,AVOID,0.0776,0.0912,67.4786,67.5916,1.393
39.408,-0.8661,0.1725,1.13,104,0.0,AVOID,0.0784,0.0882,67.51,67.5602,1.393
39.424,-0.8661,0.1725,-0.28,104,0.0,AVOID,0.0784,0.0859,67.5414,67.5288,1.393
39.44,-0.8661,0.1725,-1.7,104,0.0,AVOID,0.0811,0.0848,67.5728,67.4974,1.393
39.456,-0.8661,0.1725,-3.4,104,0.0,AVOID,0.0837,0.0845,67.6105,67.4598,1.393
39.472,-0.8661,0.1725,-4.82,104,0.0,AVOID,0.0868,0.0851,67.6419,67.4284,1.393
39.488,-0.8661,0.1725,-6.24,104,0.0,AVOID,0.0861,0.0853,67.6733,67.397,1.393
39.504,-0.8661,0.1725,-7.66,104,0.0,AVOID,0.0899,0.0864,67.7047,67.3656,1.393
39.52,-0.8661,0.1725,-9.08,104,0.0,AVOID,0.0922,0.0877,67.7361,67.3342,1.393
39.536,-0.8661,0.1725,-10.5,104,0.0,AVOID,0.0918,0.0887,67.7675,67.3028,1.393
39.552,-0.8661,0.1725,-11.92,104,0.0,AVOID,0.0944,0.09,67.7989,67.2714,1.393
39.568,-0.8661,0.1725,-13.33,104,0.0,AVOID,0.095,0.0912,67.8303,67.24,1.393
39.584,-0.8661,0.1725,-14.75,104,0.0,AVOID,0.1005,0.0933,67.8617,67.2086,1.393
39.6,-0.8661,0.1725,-16.17,104,0.0,AVOID,0.1004,0.095,67.8931,67.1772,1.393
39.616,-0.8662,0.1725,-17.73,104,0.0,AVOID,0.104,0.0972,67.9245,67.1395,1.393
39.632,-0.8661,0.1725,-19.29,104,0.0,AVOID,0.1093,0.1,67.9622,67.1081,1.3931
39.648,-0.8661,0.1725,-20.71,104,0.0,AVOID,0.1059,0.1013,67.9936,67.0767,1.3931
39.664,-0.8661,0.1725,-22.13,104,0.0,AVOID,0.1109,0.1036,68.025,67.0453,1.3931
39.68,-0.8661,0.1725,-23.55,104,0.0,AVOID,0.1106,0.1052,68.0564,67.0139,1.3931
39.696,-0.8661,0.1725,-24.97,104,0.0,AVOID,0.1135,0.1072,68.0878,66.9825,1.3931
39.712,-0.8661,0.1725,-26.38,104,0.0,AVOID,0.118,0.1097,68.1192,66.9511,1.3931
39.728,-0.8661,0.1725,-27.8,104,0.0,AVOID,0.1266,0.1137,68.1506,66.9197,1.3931
39.744,-0.8661,0.1725,-29.22,104,0.0,AVOID,0.1366,0.119,68.182,66.8883,1.3931
39.76,-0.8661,0.1725,-27.8,104,0.0,AVOID,0.1268,0.1209,68.1506,66.9197,1.3931
39.776,-0.8661,0.1725,-29.22,104,0.0,AVOID,0.1344,0.124,68.182,66.8883,1.3931
39.792,-0.8661,0.1725,-30.64,104,0.0,AVOID,0.139,0.1275,68.2134,66.8569,1.3931
39.808,-0.8661,0.1725,-32.06,104,0.0,AVOID,0.1346,0.1292,68.2448,66.8255,1.3931
39.824,-0.8661,0.1725,-30.64,104,0.0,FOLLOW_PATH,0.1403,0.1318,68.2134,66.8569,1.3931
39.84,-0.8661,0.1725,-30.64,104,0.0789,FOLLOW_PATH,0.1394,0.1336,68.2134,66.8569,1.3931
39.856,-0.8661,0.1725,-26.1,104,0.0789,FOLLOW_PATH,0.1153,0.1293,68.1129,66.9574,1.3931
39.872,-0.8661,0.1725,-21.56,104,0.0789,FOLLOW_PATH,0.1099,0.1248,68.0124,67.0578,1.3931
39.888,-0.866,0.1725,-17.16,104,0.0789,FOLLOW_PATH,0.1042,0.1199,67.9182,67.1583,1.3932
39.904,-0.8661,0.1725,-12.77,104,0.0789,FOLLOW_PATH,0.0933,0.1137,67.8177,67.2525,1.3932
39.92,-0.866,0.1725,-8.51,104,0.079,FOLLOW_PATH,0.0888,0.1078,67.7298,67.353,1.3934
39.936,-0.8659,0.1725,-4.11,104,0.079,FOLLOW_PATH,0.0841,0.1022,67.6356,67.4535,1.3934
39.952,-0.8657,0.1725,-0.0,104,0.0,AVOID,0.0787,0.0966,67.554,67.554,1.3936
39.968,-0.8657,0.1725,-0.0,104,0.0,AVOID,0.0774,0.0921,67.554,67.554,1.3936
39.984,-0.8657,0.1725,-1.42,104,0.0,AVOID,0.0785,0.0889,67.5854,67.5226,1.3936
40.0,-0.8657,0.1725,-2.84,104,0.0,AVOID,0.0797,0.0867,67.6168,67.4912,1.3936
40.016,-0.8657,0.1725,-4.26,104,0.0,AVOID,0.0827,0.0858,67.6482,67.4598,1.3936
40.032,-0.8657,0.1725,-5.67,104,0.0,AVOID,0.0837,0.0853,67.6796,67.4284,1.3936
