t,x,y,theta_deg,idx,target_x,target_y,v,w,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7
8.84,-0.9749961276738408,-0.3783057835152856,89.93361513388487,13,-0.975,-0.30000000000000004,0.08937703602578036,0.0036242574904805647,63,250,500,68,68,66,65,69
8.848,-0.974996183788479,-0.37759771351750915,90.07546626185638,13,-0.975,-0.30000000000000004,0.08934616360860805,-0.0038038659330492663,58,264,479,71,70,68,63,69
8.856,-0.9749962399031171,-0.3768896435197327,89.93361513388487,13,-0.975,-0.30000000000000004,0.08937731903595085,0.003622611004050036,70,277,490,72,68,71,61,65
8.864,-0.9749962960177553,-0.37618157352195625,90.07546626185638,13,-0.975,-0.30000000000000004,0.0893458753615612,-0.0038055428863914553,69,272,639,70,68,68,63,71
8.872,-0.9749963521323934,-0.3754735035241798,89.93361513388487,13,-0.975,-0.30000000000000004,0.08937761266659087,0.0036209027302323005,65,273,695,67,67,68,62,75
8.88,-0.9749964082470316,-0.37476543352640335,90.07546626185638,13,-0.975,-0.30000000000000004,0.08934557619507877,-0.003807283366434877,66,293,726,74,62,71,67,63
8.888,-0.9749964643616698,-0.3740573635286269,89.93361513388487,13,-0.975,-0.30000000000000004,0.08937791752696073,0.003619129124494691,62,314,563,67,68,69,61,67
8.896,-0.9749965204763079,-0.37334929353085045,90.07546626185638,13,-0.975,-0.30000000000000004,0.08934526547670263,-0.003809091052671576,70,324,530,66,65,70,72,62
8.904,-0.9749965765909461,-0.37264122353307394,89.93361513388503,13,-0.975,-0.30000000000000004,0.08937823427383224,0.003617286365893646,69,321,583,65,70,68,67,67
8.912,-0.974995681615523,-0.3718687840515487,89.93361513388486,13,-0.975,-0.30000000000000004,0.08937155158667176,0.0036561646638373357,75,327,870,71,68,64,68,64
8.92,-0.9749957377301611,-0.37116071405377227,90.07546626185638,13,-0.975,-0.30000000000000004,0.08935168993614126,-0.003771715062716563,70,340,899,64,69,62,67,72
8.928,-0.9749957938447993,-0.3704526440559958,89.93361513388486,13,-0.975,-0.30000000000000004,0.08937175021395832,0.0036550090971256832,61,349,957,61,61,68,72,68
8.936,-0.9749958499594374,-0.36974457405821937,90.07546626185638,13,-0.975,-0.25,0.08933867516939183,-0.003847431906435439,60,335,926,63,68,69,68,64
8.944,-0.9749959060740756,-0.3690365040604429,89.93361513388486,13,-0.975,-0.25,0.0893848014595612,0.0035790800280401935,71,341,747,69,69,65,70,64
8.952,-0.9749959621887138,-0.36832843406266647,90.07546626185638,13,-0.975,-0.25,0.08933839997102429,-0.003849032945638653,65,345,693,64,68,67,60,64
8.96,-0.9749960183033519,-0.36762036406489,89.93361513388486,13,-0.975,-0.25,0.08938507996144117,0.003577459769780633,68,356,714,72,70,63,64,61
8.968,-0.9749960744179901,-0.36691229406711356,90.07546626185638,13,-0.975,-0.25,0.08933811810578857,-0.003850672771108732,64,349,925,65,69,68,65,68
8.976,-0.9749961305326282,-0.36620422406933706,89.93361513388501,13,-0.975,-0.25,0.08938536525133134,0.0035758000204786367,66,345,876,64,67,63,65,64
8.984,-0.9749961866472664,-0.36549615407156066,90.07546626185629,13,-0.975,-0.25,0.08933782932845104,-0.0038523528095570914,71,340,901,61,69,64,67,65
8.992,-0.9749972040545335,-0.364723714741592,90.07546626185638,13,-0.975,-0.25,0.08933337090436648,-0.0038782908694656726,75,340,901,64,69,68,69,62
9.0,-0.9749972601691717,-0.36401564474381554,89.93361513388486,13,-0.975,-0.25,0.0893901446889548,0.00354799437950426,74,337,789,67,67,66,70,67
9.008000000000001,-0.9749973162838098,-0.3633075747460391,90.07546626185638,13,-0.975,-0.25,0.08933301721774092,-0.0038803485348444244,66,297,845,69,69,67,67,70
9.016,-0.974997372398448,-0.36259950474826264,89.93361513388486,13,-0.975,-0.25,0.08939050281000933,0.003545910915663476,65,287,844,70,63,69,67,64
9.024000000000001,-0.9749974285130861,-0.3618914347504862,90.07546626185638,13,-0.975,-0.25,0.08933265457833385,-0.0038824582853946854,65,285,797,66,70,67,69,71
9.032,-0.9749974846277243,-0.36118336475270973,89.93361513388486,13,-0.975,-0.25,0.08939087005382344,0.0035437743777588784,68,264,787,60,69,66,63,65
9.040000000000001,-0.9749975407423624,-0.3604752947549333,90.07546626185638,13,-0.975,-0.25,0.08933228264185876,-0.003884622124094239,66,256,833,70,67,69,64,72
9.048,-0.9749975968570006,-0.3597672247571568,89.93361513388501,13,-0.975,-0.25,0.0893912467734848,0.0035415827116096477,64,259,710,69,66,69,68,75
9.056000000000001,-0.9749976529716388,-0.3590591547593804,90.07546626185629,13,-0.975,-0.25,0.08933190104614731,-0.0038868421579529855,66,287,748,64,72,66,64,74
9.064,-0.9749986703789059,-0.3582867154294117,90.07546626185638,13,-0.975,-0.25,0.0893271353072521,-0.003914568102956872,66,284,782,65,64,71,67,70
9.072000000000001,-0.974998726493544,-0.35757864543163526,89.93361513388486,13,-0.975,-0.25,0.08939643184379319,0.0035114171953334328,71,293,764,60,69,70,66,69
9.08,-0.9749987826081822,-0.3568705754338588,90.07546626185638,13,-0.975,-0.25,0.08932667768968937,-0.00391723041401848,64,280,671,72,71,65,57,66
9.088000000000001,-0.9749988387228203,-0.35616250543608236,89.93361513388486,13,-0.975,-0.25,0.08939689554559285,0.003508719487616218,64,329,666,64,71,66,64,66
9.096,-0.9749988948374585,-0.3554544354383059,90.07546626185638,13,-0.975,-0.25,0.0893262077815002,-0.003919964229046169,70,329,693,62,61,69,68,64
9.104000000000001,-0.9749989509520967,-0.35474636544052945,89.93361513388486,13,-0.975,-0.25,0.08939737178561596,0.0035059488354718393,66,339,765,67,72,68,64,68
9.112,-0.9749990070667348,-0.354038295442753,90.07546626185638,13,-0.975,-0.25,0.08932572508079506,-0.003922772467914948,65,321,733,67,67,71,64,71
9.120000000000001,-0.974999063181373,-0.3533302254449765,89.93361513388501,13,-0.975,-0.25,0.08939786107937264,0.0035031022397840053,62,324,783,71,67,72,69,66
9.128,-0.9749991192960111,-0.3526221554472001,90.07546626185629,13,-0.975,-0.25,0.08932522905798149,-0.003925658211668903,69,324,808,69,65,66,66,66
9.136000000000001,-0.9749991754106493,-0.3519140854494236,89.93361513388501,13,-0.975,-0.25,0.0893983639710217,0.003500176534765087,69,326,682,67,66,71,66,62
9.144,-0.9749982804352262,-0.3511416459678984,89.93361513388484,13,-0.975,-0.25,0.08939376915130669,0.0035269081122859536,71,289,677,66,64,67,62,70
9.152000000000001,-0.9749983365498643,-0.3504335759701219,90.07546626185636,13,-0.975,-0.25,0.08932934439315121,-0.003901716162157287,68,288,675,67,60,60,63,64
9.16,-0.9749983926645025,-0.3497255059723455,89.93361513388484,13,-0.975,-0.25,0.08939422497250359,0.003524256252057212,62,288,726,65,68,64,69,70
9.168000000000001,-0.9749984487791407,-0.349017435974569,90.07546626185636,13,-0.975,-0.25,0.08932888207581371,-0.0039044058154000813,62,322,730,65,71,67,67,65
9.176,-0.9749985048937788,-0.3483093659767926,89.93361513388484,13,-0.975,-0.25,0.08939469392584969,0.003521527992081274,68,335,742,70,72,67,63,68
9.184000000000001,-0.974998561008417,-0.3476012959790161,90.07546626185636,13,-0.975,-0.25,0.0893284063425464,-0.003907173519358764,67,331,583,69,72,68,60,71
9.192,-0.9749986171230551,-0.3468932259812396,89.933615133885,13,-0.975,-0.25,0.08939517658714381,0.003518719982496421,62,323,550,67,68,68,67,69
9.200000000000001,-0.9749986732376933,-0.3461851559834632,90.07546626185628,13,-0.975,-0.25,0.08932791660077916,-0.003910022721466344,65,323,583,66,69,64,66,68
9.208,-0.9749987293523315,-0.3454770859856867,89.933615133885,13,-0.975,-0.25,0.08939567356634243,0.0035158286747198897,62,329,590,63,68,67,68,60
9.216000000000001,-0.9749978343769083,-0.3447046465041615,89.93361513388484,13,-0.975,-0.25,0.08939074449664161,0.0035445048398330403,67,330,611,69,64,65,62,65
9.224,-0.9749978904915465,-0.34399657650638504,90.07546626185635,13,-0.975,-0.25,0.08933237633478161,-0.003884077040764433,62,301,616,63,67,66,70,67
9.232,-0.9749979466061847,-0.3432885065086086,89.93361513388484,13,-0.975,-0.25,0.0893911858550317,0.00354193712080364,65,302,605,68,72,61,68,66
9.24,-0.9749980027208228,-0.34258043651083214,90.07546626185635,13,-0.975,-0.25,0.08933192825066028,-0.003886683888512099,72,309,768,62,71,67,67,66
9.248,-0.974998058835461,-0.3418723665130557,89.93361513388484,13,-0.975,-0.25,0.08939164081980397,0.0035392902430513296,66,321,775,64,67,66,68,66
9.256,-0.9749981149500991,-0.34116429651527924,90.07546626185635,13,-0.975,-0.25,0.0893314662455224,-0.0038893717254511184,67,317,766,60,63,67,69,71
9.264,-0.9749981710647373,-0.34045622651750274,89.93361513388498,13,-0.975,-0.25,0.08939211003000523,0.0035365604887527278,67,327,791,65,73,62,64,67
9.272,-0.9749982271793755,-0.33974815651972634,90.07546626185626,14,-0.975,-0.25,0.08933098966038745,-0.003892144385374774,64,325,694,67,64,70,66,69
9.28,-0.9749982832940136,-0.33904008652194983,89.93361513388498,14,-0.975,-0.25,0.08939259416533281,0.0035337439035889595,61,349,786,71,63,65,62,68
9.288,-0.9749983394086518,-0.33833201652417344,90.07546626185626,14,-0.975,-0.25,0.08933049779401411,-0.0038950059479396773,68,350,769,68,64,65,63,69
9.296,-0.9749993568159189,-0.33755957719420476,90.07546626185635,14,-0.975,-0.25,0.0893245915281857,-0.003929367209674295,68,335,857,68,63,65,66,64
9.304,-0.974999412930557,-0.3368515071964283,89.93361513388484,14,-0.975,-0.25,0.0893990506072805,0.003496181846938562,65,322,805,63,69,68,61,72
9.312,-0.9749994690451952,-0.33614343719865186,90.07546626185635,14,-0.975,-0.25,0.08932398198436847,-0.0039329133918561965,68,317,865,67,66,69,67,63
9.32,-0.9749995251598333,-0.3354353672008754,89.93361513388484,14,-0.975,-0.25,0.08939967021344919,0.0034925771243687898,61,333,868,59,66,68,63,66
9.328,-0.9749995812744715,-0.33472729720309896,90.07546626185635,14,-0.975,-0.25,0.08932335206460607,-0.003936578116481959,67,325,752,62,69,68,71,65
9.336,-0.9749996373891097,-0.3340192272053225,89.93361513388484,14,-0.975,-0.25,0.08940031070648173,0.003488850886950834,66,321,748,66,67,66,64,72
9.344,-0.9749996935037478,-0.333311157207546,90.07546626185626,14,-0.975,-0.25,0.089322700729836,-0.003940367428572067,70,314,806,72,71,70,67,68
9.352,-0.974999749618386,-0.3326030872097695,89.93361513388498,14,-0.975,-0.25,0.08940097316062713,0.003484996884957292,63,321,559,69,69,69,63,65
9.36,-0.9749998057330241,-0.3318950172119931,90.07546626185626,14,-0.975,-0.25,0.08932202686912268,-0.003944287791287859,60,329,549,68,67,68,70,66
9.368,-0.9749998618476623,-0.3311869472142166,89.93361513388498,14,-0.975,-0.25,0.08940165872508228,0.0034810084326315494,68,326,558,66,67,69,76,69
9.376,-0.9749989668722392,-0.3304145077326914,89.93361513388483,14,-0.975,-0.25,0.08939591122200308,0.0035144460501317365,68,320,496,65,64,64,69,62
9.384,-0.9749990229868774,-0.3297064377349149,90.07546626185633,14,-0.975,-0.25,0.08932712444460335,-0.003914631299285708,69,328,480,65,73,72,64,64
9.392,-0.9749990791015155,-0.3289983677371385,89.93361513388483,14,-0.975,-0.25,0.08939652503812202,0.003510875012705972,67,332,502,62,73,65,66,68
9.4,-0.9749991352161537,-0.328290297739362,90.07546626185633,14,-0.975,-0.25,0.08932649957489788,-0.003918266643871071,68,315,496,69,64,73,68,73
9.408,-0.9749991913307918,-0.3275822277415856,89.93361513388483,14,-0.975,-0.25,0.08939716126271217,0.0035071736080791727,64,328,549,66,68,66,71,66
9.416,-0.97499924744543,-0.3268741577438091,90.07546626185633,14,-0.975,-0.25,0.08932585168307387,-0.003922035925713052,65,332,574,63,66,64,70,66
9.424,-0.9749993035600681,-0.3261660877460326,89.93361513388497,14,-0.975,-0.25,0.0893978211456828,0.0035033345645740788,71,335,587,60,68,68,64,67
9.432,-0.9749993596747063,-0.3254580177482562,90.07546626185625,14,-0.975,-0.25,0.08932517947294617,-0.0039259466857108904,70,334,726,67,71,67,68,69
9.44,-0.9749994157893445,-0.3247499477504797,89.93361513388497,14,-0.975,-0.25,0.0893985060316572,0.0034993500594895366,63,326,724,68,64,64,64,67
9.448,-0.9749985208139214,-0.3239775082689545,89.93361513388481,14,-0.975,-0.25,0.08939222550252779,0.0035358886968479553,60,322,706,63,70,63,69,66
9.456,-0.9749985769285595,-0.32326943827117804,90.07546626185632,14,-0.975,-0.25,0.08933081905905964,-0.00389313690366766,65,320,709,71,67,73,62,71
9.464,-0.9749986330431977,-0.3225613682734016,89.93361513388481,14,-0.975,-0.25,0.08939282183881189,0.0035324193529790993,65,311,636,63,77,71,65,70
9.472,-0.9749986891578358,-0.32185329827562514,90.07546626185632,14,-0.975,-0.25,0.08933021102651238,-0.00389667429363727,71,351,638,66,71,62,70,72
9.48,-0.974998745272474,-0.3211452282778487,89.93361513388481,14,-0.975,-0.25,0.08939344191514653,0.0035288118950946856,59,346,663,69,76,68,67,59
9.488,-0.9749988013871121,-0.32043715828007224,90.07546626185632,14,-0.975,-0.25,0.08932957854496032,-0.0039003539221511563,64,342,555,64,63,62,62,64
9.496,-0.9749988575017503,-0.31972908828229574,89.93361513388497,14,-0.975,-0.20000000000000018,0.08939761557156888,0.0035045305462890752,64,343,572,63,71,64,65,64
9.504,-0.9749989136163885,-0.31902101828451934,90.07546626185625,14,-0.975,-0.20000000000000018,0.08932551043181666,-0.003924021245051312,69,340,528,66,70,68,72,66
9.512,-0.9749989697310266,-0.31831294828674284,89.93361513388497,14,-0.975,-0.20000000000000018,0.08939804582091873,0.003502027457035873,68,339,636,67,69,69,64,69
9.52,-0.9749980747556035,-0.3175405088052176,89.9336151338848,14,-0.975,-0.20000000000000018,0.08939408996446241,0.0035250416970022957,62,345,639,70,62,65,56,65
9.528,-0.9749981308702417,-0.31683243880744116,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932905340019612,-0.003903409090546095,66,333,682,66,66,66,65,61
9.536,-0.9749981869848798,-0.3161243688096647,89.9336151338848,14,-0.975,-0.20000000000000018,0.08939448532778117,0.0035227415664509376,67,348,648,73,63,60,65,66
9.544,-0.974998243099518,-0.31541629881188826,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932865320053117,-0.0039057373578190724,66,343,700,69,68,70,72,69
9.552,-0.9749982992141561,-0.3147082288141118,89.9336151338848,14,-0.975,-0.20000000000000018,0.08939489045308145,0.0035203846429932018,62,313,702,67,66,66,69,66
9.56,-0.9749983553287943,-0.31400015881633536,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932824305809484,-0.0039081234697910805,63,313,689,71,70,64,70,68
9.568,-0.9749984114434325,-0.31329208881855886,89.93361513388496,14,-0.975,-0.20000000000000018,0.08939530570643617,0.00351796879690336,69,313,596,65,67,70,67,71
9.576,-0.9749984675580706,-0.31258401882078246,90.07546626185623,14,-0.975,-0.20000000000000018,0.08932782259769205,-0.003910569609258729,62,282,576,66,71,68,72,68
9.584,-0.9749985236727088,-0.31187594882300596,89.93361513388496,14,-0.975,-0.20000000000000018,0.08939573147244918,0.0035154917906465855,70,293,602,66,68,71,71,66
9.592,-0.9749985797873469,-0.31116787882522956,90.07546626185623,14,-0.975,-0.20000000000000018,0.08932739142500723,-0.003913078070256981,68,281,580,66,68,65,69,65
9.6,-0.974999597194614,-0.3103954394952609,90.0754662618563,14,-0.975,-0.20000000000000018,0.0893226851651945,-0.0039404579799857675,70,289,678,67,65,73,62,75
9.608,-0.9749996533092522,-0.30968736949748443,89.9336151338848,14,-0.975,-0.20000000000000018,0.08940090634319678,0.003485385613009706,66,294,629,67,63,68,61,65
9.616,-0.9749997094238904,-0.308979299499708,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932217857470744,-0.003943405203971961,72,298,667,66,65,69,70,70
9.624,-0.9749997655385285,-0.30827122950193153,89.9336151338848,14,-0.975,-0.20000000000000018,0.0894014195382779,0.0034823999650528403,64,290,799,61,65,65,66,68
9.632,-0.9749998216531667,-0.3075631595041551,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932165864502396,-0.003946430032257142,66,241,831,70,67,62,72,63
9.64,-0.9749998777678048,-0.3068550895063786,89.93361513388496,14,-0.975,-0.20000000000000018,0.0894019463360083,0.0034793351800903594,68,241,817,66,69,66,66,68
9.648,-0.974999933882443,-0.3061470195086022,90.07546626185623,14,-0.975,-0.20000000000000018,0.08932112484225796,-0.003949535570864748,69,248,723,64,67,68,67,69
9.656,-0.9749999899970812,-0.3054389495108257,89.93361513388496,14,-0.975,-0.20000000000000018,0.08940248728447252,0.003476188069495568,66,254,722,67,67,64,66,65
9.664,-0.9750000461117193,-0.3047308795130493,90.0754662618563,14,-0.975,-0.20000000000000018,0.08932057660364418,-0.003952725093830489,68,242,684,67,68,71,62,66
9.672,-0.9750001022263575,-0.3040228095152728,89.93361513388496,14,-0.975,-0.20000000000000018,0.08940304296160563,0.0034729552709786837,65,258,717,70,64,66,67,63
9.68,-0.9749992072509344,-0.30325037003374755,89.93361513388479,14,-0.975,-0.20000000000000018,0.08939857698834314,0.003498937250224099,66,244,606,74,71,65,77,62
9.688,-0.9749992633655725,-0.3025423000359711,90.07546626185629,14,-0.975,-0.20000000000000018,0.08932450801108596,-0.003929853092464963,66,280,607,70,64,63,66,63
9.696,-0.9749993194802107,-0.30183423003819465,89.93361513388479,14,-0.975,-0.20000000000000018,0.0893990902300087,0.0034959513312500246,67,280,627,66,67,61,64,68
9.704,-0.9749993755948488,-0.3011261600404182,90.07546626185629,14,-0.975,-0.20000000000000018,0.08932398760695492,-0.003932880680974194,67,283,670,69,61,70,62,66
9.712,-0.974999431709487,-0.3004180900426417,89.93361513388494,14,-0.975,-0.20000000000000018,0.08939961794759416,0.0034928811947876337,61,306,722,68,69,68,61,72
9.72,-0.9749994878241252,-0.2997100200448653,90.07546626185629,14,-0.975,-0.20000000000000018,0.08932345242065638,-0.00393599426864788,68,317,705,68,69,62,69,68
9.728,-0.9749995439387633,-0.2990019500470888,89.93361513388494,14,-0.975,-0.20000000000000018,0.08940016076229453,0.003489723226871133,62,309,685,65,68,60,67,70
9.736,-0.9749996000534015,-0.2982938800493124,90.07546626185629,14,-0.975,-0.20000000000000018,0.08932290181328144,-0.003939197572507381,74,311,651,64,69,67,65,62
9.744,-0.9749996561680396,-0.2975858100515359,89.93361513388494,14,-0.975,-0.20000000000000018,0.08940071933136765,0.003486473603729223,68,329,708,67,61,66,68,71
9.752,-0.9749987611926165,-0.29681337057001067,89.93361513388477,14,-0.975,-0.20000000000000018,0.08939593788173011,0.003514290950126896,65,326,689,66,69,70,63,58
9.76,-0.9749988173072547,-0.2961053005722342,90.07546626185628,14,-0.975,-0.20000000000000018,0.08932714949228658,-0.00391448557777152,61,332,728,65,67,69,65,61
9.768,-0.9749988734218928,-0.29539723057445777,89.93361513388477,14,-0.975,-0.20000000000000018,0.0893964465781053,0.0035113314745802713,72,340,750,61,67,66,71,72
9.776,-0.974998929536531,-0.2946891605766813,90.07546626185628,14,-0.975,-0.20000000000000018,0.08932663321604153,-0.003917489151213483,67,340,713,66,67,60,67,70
9.784,-0.9749989856511692,-0.2939810905789048,89.93361513388493,14,-0.975,-0.20000000000000018,0.0893969706049122,0.0035082828101973274,68,331,599,62,68,67,63,62
9.792,-0.9749990417658073,-0.2932730205811284,90.07546626185628,14,-0.975,-0.20000000000000018,0.08932610126282078,-0.003920583929603039,66,355,612,66,64,73,69,73
9.8,-0.9749990978804455,-0.2925649505833519,89.93361513388493,14,-0.975,-0.20000000000000018,0.08939751066576339,0.003505140863525824,61,338,585,65,65,70,67,67
9.808,-0.9749991539950836,-0.2918568805855755,90.07546626185628,14,-0.975,-0.20000000000000018,0.08932555290755752,-0.003923774131207924,68,352,580,75,70,74,69,68
9.816,-0.9749992101097218,-0.291148810587799,89.93361513388493,14,-0.975,-0.20000000000000018,0.08939806750800237,0.003501901286697694,66,344,830,70,66,64,68,68
9.824,-0.9749983151342987,-0.2903763711062738,89.93361513388476,14,-0.975,-0.20000000000000018,0.08939292283774265,0.0035318317650181452,64,329,839,66,69,64,70,66
9.832,-0.9749983712489368,-0.28966830110849734,90.07546626185626,15,-0.975,-0.20000000000000018,0.08933017022039702,-0.00389691169399331,68,341,829,65,68,64,65,66
9.84,-0.974998427363575,-0.2889602311107209,89.93361513388476,15,-0.975,-0.20000000000000018,0.08939342034657838,0.003528937375937735,69,348,696,64,62,65,69,67
9.848,-0.9749984834782132,-0.28825216111294444,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932966475979633,-0.003899852344567024,74,345,746,64,71,65,69,65
9.856,-0.9749985395928513,-0.287544091115168,89.93361513388476,15,-0.975,-0.20000000000000018,0.08939393395112434,0.0035259493458110747,72,328,730,66,69,70,67,64
9.864,-0.9749985957074895,-0.28683602111739154,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932914281288126,-0.003902888908629887,64,338,742,69,66,71,64,66
9.872,-0.9749986518221276,-0.28612795111961503,89.93361513388491,15,-0.975,-0.20000000000000018,0.08939446444533256,0.0035228630556123353,60,331,777,65,65,63,68,67
9.88,-0.9749987079367658,-0.28541988112183864,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932860355969291,-0.0039060261565093688,68,366,799,65,67,60,71,73
9.888,-0.974998764051404,-0.28471181112406213,89.93361513388491,15,-0.975,-0.20000000000000018,0.08939501267624107,0.0035196735774740695,67,372,788,61,65,61,67,62
9.896,-0.9749988201660421,-0.28400374112628574,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932804612498084,-0.003909269180206287,66,370,541,64,69,68,65,64
9.904,-0.9749998375733092,-0.283231301796317,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932180996270642,-0.003945549701665385,68,369,608,65,68,67,70,64
9.912,-0.9749998936879474,-0.28252323179854055,89.93361513388476,15,-0.975,-0.20000000000000018,0.08940187189400295,0.003479768266122063,66,367,553,66,64,68,63,70
9.92,-0.9749999498025855,-0.2818151618007641,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932112002597067,-0.003949563590888383,63,364,536,61,68,65,69,66
9.928,-0.9750000059172237,-0.28110709180298765,89.93361513388476,15,-0.975,-0.20000000000000018,0.08940257382544016,0.0034756845945544956,68,372,583,74,59,64,68,66
9.936,-0.9750000620318618,-0.2803990218052112,90.07546626185626,15,-0.975,-0.20000000000000018,0.08932040578428724,-0.003953718880565393,64,341,536,64,68,66,61,64
9.944,-0.9750001181465,-0.2796909518074347,89.93361513388491,15,-0.975,-0.20000000000000018,0.08940330070408185,0.003471455786034471,62,351,556,67,70,68,67,62
9.952,-0.9750001742611382,-0.2789828818096583,90.07546626185626,15,-0.975,-0.20000000000000018,0.08931966593031457,-0.003958023176501069,64,348,610,63,68,64,69,68
9.96,-0.9750002303757763,-0.2782748118118818,89.93361513388491,15,-0.975,-0.20000000000000018,0.08940405388395223,0.0034670739631685885,63,344,564,67,65,69,71,69
9.968,-0.9750002864904145,-0.2775667418141054,90.07546626185626,15,-0.975,-0.20000000000000018,0.08931889906123765,-0.003962484639942421,64,345,544,64,69,60,72,73
9.976,-0.9750003426050526,-0.2768586718163289,89.93361513388491,15,-0.975,-0.20000000000000018,0.08940483481887258,0.0034625306679672,59,332,454,63,69,58,69,64
9.984,-0.9749994476296295,-0.27608623233480367,89.93361513388474,15,-0.975,-0.20000000000000018,0.08939879260497302,0.0034976828435195895,67,324,458,64,70,71,71,67
9.992,-0.9749995037442677,-0.2753781623370272,90.07546626185625,15,-0.975,-0.20000000000000018,0.08932419852880477,-0.00393165358739278,66,334,463,72,66,62,67,64
10.0,-0.9749995598589059,-0.27467009233925077,89.93361513388474,15,-0.975,-0.20000000000000018,0.08939949664740174,0.003493586890701339,66,325,461,64,66,76,68,69
10.008000000000001,-0.974999615973544,-0.2739620223414743,90.07546626185625,15,-0.975,-0.20000000000000018,0.08932348106949256,-0.003935827596475151,66,336,460,71,68,67,67,64
10.016,-0.9749996720881822,-0.2732539523436978,89.9336151338849,15,-0.975,-0.20000000000000018,0.08940022791082419,0.0034893325725608992,70,345,481,68,70,66,64,67
10.024000000000001,-0.9749997282028203,-0.2725458823459214,90.07546626185625,15,-0.975,-0.20000000000000018,0.089322735599691,-0.003940164563978943,63,352,466,73,68,62,70,68
10.032,-0.9749997843174585,-0.2718378123481449,89.9336151338849,15,-0.975,-0.20000000000000018,0.08940098800506152,0.003484910523538609,67,335,508,64,64,69,64,66
10.040000000000001,-0.9749998404320966,-0.2711297423503685,90.07546626185625,15,-0.975,-0.20000000000000018,0.08932196044639663,-0.003944674223043787,73,329,527,70,62,65,65,65
10.048,-0.9749998965467348,-0.270421672352592,89.9336151338849,15,-0.975,-0.20000000000000018,0.08940177866942906,0.003480310624708105,83,323,515,68,69,66,68,64
10.056000000000001,-0.9749990015713117,-0.2696492328710668,89.93361513388473,15,-0.975,-0.15000000000000013,0.08939823319576246,0.00350093735438306,80,315,516,70,64,70,66,61
10.064,-0.9749990576859499,-0.26894116287329034,90.07546626185625,15,-0.975,-0.15000000000000013,0.08932488898726293,-0.003927636662911738,83,323,570,66,68,61,71,70
10.072000000000001,-0.974999113800588,-0.2682330928755139,89.93361513388473,15,-0.975,-0.15000000000000013,0.08939867113331564,0.00349838953697601,78,347,583,61,63,68,66,62
10.08,-0.9749991699152262,-0.26752502287773744,90.07546626185625,15,-0.975,-0.15000000000000013,0.08932444578840562,-0.003930215089345435,97,346,577,69,62,65,74,65
10.088000000000001,-0.9749992260298643,-0.26681695287996093,89.93361513388489,15,-0.975,-0.15000000000000013,0.08939911968886483,0.0034957799465722417,94,344,653,63,70,67,69,66
10.096,-0.9749992821445025,-0.26610888288218454,90.07546626185625,15,-0.975,-0.15000000000000013,0.08932399177846118,-0.003932856412134589,90,344,690,69,66,70,67,68
10.104000000000001,-0.9749993382591406,-0.26540081288440803,89.93361513388489,15,-0.975,-0.15000000000000013,0.08939957925330294,0.0034931063090488657,93,346,653,64,75,67,65,68
10.112,-0.9749993943737788,-0.26469274288663164,90.07546626185625,15,-0.975,-0.15000000000000013,0.08932352655696789,-0.003935562961070893,89,358,783,66,63,62,67,70
10.120000000000001,-0.974999450488417,-0.26398467288885513,89.93361513388489,15,-0.975,-0.15000000000000013,0.08940005023695333,0.0034903662372414157,95,348,750,68,64,64,62,68
10.128,-0.9749985555129939,-0.2632122334073299,89.93361513388473,15,-0.975,-0.15000000000000013,0.08939595681810075,0.003514180782788313,94,348,801,66,65,70,60,69
10.136000000000001,-0.974998611627632,-0.26250416340955346,90.07546626185623,15,-0.975,-0.15000000000000013,0.08932716723795532,-0.00391438233765573,91,351,731,64,68,72,66,64
10.144,-0.9749986677422702,-0.261796093411777,89.93361513388473,15,-0.975,-0.15000000000000013,0.08939639113597776,0.003511654023803601,89,355,833,68,61,73,66,65
10.152000000000001,-0.9749987238569083,-0.26108802341400056,90.07546626185623,15,-0.975,-0.15000000000000013,0.0893267274008567,-0.003916941206170144,89,358,830,65,70,63,63,64
10.16,-0.9749987799715465,-0.26037995341622405,89.93361513388487,15,-0.975,-0.15000000000000013,0.08939683659817896,0.0035090624297688944,59,370,745,63,65,64,66,66
10.168000000000001,-0.9749988360861847,-0.25967188341844766,90.07546626185623,15,-0.975,-0.15000000000000013,0.0893262762049505,-0.003919566157548404,68,372,713,65,69,61,71,67
10.176,-0.9749988922008228,-0.25896381342067115,89.93361513388487,15,-0.975,-0.15000000000000013,0.08939729363921066,0.003506403472828934,62,337,759,64,69,71,67,70
10.184000000000001,-0.974998948315461,-0.25825574342289476,90.07546626185623,15,-0.975,-0.15000000000000013,0.0893258132044684,-0.003922259785165361,64,345,779,61,68,68,68,65
