t,x,y,theta_deg,idx,target_x,target_y,v,w,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7
2.888,-0.9918126848406,-0.8761236686350423,78.7273760241422,3,-0.975,-0.8000000000000003,0.07936385560082179,-0.06187857982773792,72,66,68,68,66,68,65,70
2.896,-0.9916868559207535,-0.875492386786,78.72737602414217,3,-0.975,-0.8000000000000003,0.079275308310936,-0.062393727078479566,71,67,61,66,64,65,70,73
2.904,-0.9915610270009069,-0.8748611049369578,78.7273760241422,3,-0.975,-0.8000000000000003,0.0791852745264712,-0.06291752240412674,69,68,65,67,70,70,65,71
2.912,-0.9914351980810603,-0.8742298230879155,78.7273760241422,3,-0.975,-0.8000000000000003,0.07909371650423602,-0.06345018538566616,75,64,66,70,63,63,67,69
2.92,-0.9913093691612137,-0.8735985412388733,78.7273760241422,3,-0.975,-0.8000000000000003,0.07900059521255702,-0.06399194310016898,65,65,73,70,69,69,69,64
2.928,-0.9911835402413671,-0.872967259389831,78.7273760241422,3,-0.975,-0.8000000000000003,0.07890587027583243,-0.06454303044336475,67,59,65,68,67,68,71,72
2.936,-0.9910695909917716,-0.8723992463464803,78.58552489617074,3,-0.975,-0.8000000000000003,0.08010085774823383,-0.05759087513886829,63,60,66,62,65,68,73,64
2.944,-0.9909421995509737,-0.8717682779551869,78.58552489617078,3,-0.975,-0.8000000000000003,0.08001418890449724,-0.058095094032901695,64,68,69,64,67,63,61,67
2.952,-0.9908148081101759,-0.8711373095638935,78.58552489617078,3,-0.975,-0.8000000000000003,0.07992598924737006,-0.058608218838234874,70,67,64,66,69,66,66,67
2.96,-0.990687416669378,-0.8705063411726001,78.58552489617075,3,-0.975,-0.8000000000000003,0.07983621786313225,-0.0591304875812424,71,65,69,64,65,68,68,66
2.968,-0.9905600252285801,-0.8698753727813067,78.58552489617075,3,-0.975,-0.8000000000000003,0.07974483236716227,-0.05966214684565707,63,63,67,65,67,66,64,68
2.976,-0.9904326337877822,-0.8692444043900133,78.58552489617072,3,-0.975,-0.8000000000000003,0.07965178883724644,-0.06020345216056011,65,64,67,71,69,67,64,63
2.984,-0.9903052423469844,-0.8686134359987199,78.58552489617077,3,-0.975,-0.8000000000000003,0.07955704174322406,-0.06075466840968913,66,67,75,70,64,64,69,65
2.992,-0.990189887178832,-0.868045706807925,78.44367376819933,3,-0.975,-0.75,0.05198479168320868,0.22116351698651338,67,71,67,70,70,66,65,69
3.0,-0.9901001664924913,-0.8676041396595291,78.58552489617075,3,-0.975,-0.75,0.05311953598740539,0.21456184222768515,66,65,71,70,58,57,67,60
3.008,-0.9900115392983615,-0.8671623517369229,78.72737602414222,3,-0.975,-0.75,0.0542580579276689,0.20793819007308767,64,70,71,71,67,62,64,61
3.016,-0.9899360419464536,-0.8667835826274976,78.72737602414217,3,-0.975,-0.75,0.054140903112155726,0.20861976916151148,64,70,66,67,64,69,62,67
3.024,-0.9898485087877688,-0.8663415766385895,78.8692271521136,3,-0.975,-0.75,0.055282356298963865,0.20197906370578345,71,66,71,68,68,66,71,63
3.032,-0.9897620702010573,-0.8658993552926242,79.01107828008504,3,-0.975,-0.75,0.05642768139497548,0.19531583239540917,65,67,68,69,68,59,73,64
3.04,-0.9896767267161387,-0.8654569213001666,79.15292940805647,3,-0.975,-0.75,0.0575769238489413,0.18862981082027486,63,71,63,63,68,75,62,63
3.048,-0.9895798173019243,-0.8649511621014992,79.15292940805651,3,-0.975,-0.75,0.05743292378448975,0.18946756923619607,66,62,71,61,66,65,62,67
3.056,-0.9895071352412635,-0.8645718427024988,79.15292940805648,3,-0.975,-0.75,0.057324082655426885,0.19010078125744112,67,64,62,72,67,68,63,68
3.064,-0.9894228873812445,-0.8641291987754172,79.2947805360279,3,-0.975,-0.75,0.05847533497376539,0.1834030667653661,65,66,66,65,75,66,64,59
3.072,-0.9893397356625165,-0.8636863476268666,79.43663166399935,3,-0.975,-0.75,0.059630613674650876,0.17668192772916136,71,67,71,60,66,71,66,66
