t,x,y,theta_deg,idx,target_x,target_y,v,w
10.176,-0.9750217513357642,0.013866281068026978,90.07546626185635,9,-0.975,0.17500000000000004,0.10483359883646752,-0.005082434319884643
10.184000000000001,-0.9750218176530638,0.014703091065399226,89.93361513388484,9,-0.975,0.17500000000000004,0.10488282706798284,0.003578843551350963
10.192,-0.9750207735150703,0.015604270460511983,89.93361513388484,9,-0.975,0.17500000000000004,0.10488216460429026,0.0035990773534192444
10.200000000000001,-0.9750198785396472,0.016376709942037264,89.93361513388484,9,-0.975,0.17500000000000004,0.10488159078719013,0.0036166035993966394
10.208,-0.9750188344016537,0.01727788933715002,89.93361513388484,9,-0.975,0.17500000000000004,0.10488091423021155,0.0036372678563905136
10.216000000000001,-0.9750179394262306,0.018050328818675302,89.93361513388484,9,-0.975,0.17500000000000004,0.10488032814045317,0.003655168949383558
10.224,-0.9750168952882371,0.01895150821378806,89.93361513388484,9,-0.975,0.17500000000000004,0.10487963703562472,0.0036762775451659735
10.232000000000001,-0.9750169616055367,0.019788318211160307,90.07546626185635,9,-0.975,0.17500000000000004,0.10483654485690773,-0.004992453245987738
10.24,-0.9750170279228364,0.02062512820853241,89.93361513388484,9,-0.975,0.17500000000000004,0.10487986999465168,0.003669162216591415
10.248,-0.975017094240136,0.021461938205904658,90.07546626185635,9,-0.975,0.17500000000000004,0.10483630936538908,-0.004999645925118922
10.256,-0.9750171605574357,0.02229874820327676,89.93361513388484,9,-0.975,0.17500000000000004,0.10488010806018395,0.003661890918687405
10.264,-0.9750172268747354,0.02313555820064901,90.07546626185635,9,-0.975,0.17500000000000004,0.10483606868340849,-0.005006997137889324
10.272,-0.975017293192035,0.02397236819802111,89.93361513388484,9,-0.975,0.17500000000000004,0.10488035140198548,0.003654458466309518
10.28,-0.9750173595093347,0.02480917819539336,90.07546626185635,9,-0.975,0.17500000000000004,0.10483582263744941,-0.005014512184059127
10.288,-0.9750174258266343,0.02564598819276546,89.93361513388484,9,-0.975,0.29999999999999993,0.10487450864735487,0.00383291525126761
10.296,-0.975017492143934,0.026482798190137564,90.07546626185635,9,-0.975,0.29999999999999993,0.10484173904491952,-0.004833805801134017
10.304,-0.9750175584612336,0.027319608187509812,89.93361513388484,9,-0.975,0.29999999999999993,0.1048746090581209,0.00382984837894218
10.312,-0.9750176247785333,0.028156418184881914,90.07546626185635,9,-0.975,0.29999999999999993,0.10484163801691475,-0.004836891525944131
10.32,-0.9750176910958329,0.028993228182254163,89.93361513388484,9,-0.975,0.29999999999999993,0.1048747107090734,0.003826743627276863
